version,version_date,name,full_name,country_flag,description,image,height,weight,positions,dob,overall_rating,potential,value,wage,profile_preferred_foot,profile_weak_foot,profile_skill_moves,profile_international_reputation,profile_work_rate,profile_body_type,profile_real_face,profile_release_clause,profile_id,specialities,club_id,club_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_logo,country_rating,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,traits
230025,2023-04-06,Harry Kane,Harry Kane,https://cdn.sofifa.net/flags/gb-eng.png,"Harry Kane (born 28 July 1993) is a British footballer who plays as a striker for British club Tottenham Hotspur, and the England national team. In the game FIFA 23 his overall rating is 89.",https://cdn.sofifa.net/players/202/126/23_120.png,188,196,ST,1993-07-28,89,89,€105.5M,€240K,right,5,3,4,high/high,unique,yes,€200.5m,202126,"Distance shooter,Clinical finisher",18,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,82,ST,10,2010-07-28,2024,1318,England,https://cdn.sofifa.net/teams/1318/60.png,83,st,9,80,93,87,84,87,83,82,65,86,86,67,70,66,92,73,92,79,83,83,86,80,42,94,87,92,92,50,36,38,8,10,11,14,11,"Leadership,Long passer (AI),Long shot taker (AI),Playmaker (AI),Outside foot shot"
230025,2023-04-06,Jan Oblak,Jan Oblak,https://cdn.sofifa.net/flags/si.png,Jan Oblak (born 7 January 1993) is a Slovenian footballer who plays as a goalkeeper for Spanish club Atlético Madrid. In the game FIFA 23 his overall rating is 89.,https://cdn.sofifa.net/players/200/389/23_120.png,188,192,GK,1993-01-07,89,90,€79M,€100K,right,3,1,5,medium/medium,unique,yes,€167.9m,200389,,240,Atlético Madrid,https://cdn.sofifa.net/teams/240/60.png,83,GK,13,2014-07-16,2028,,,,,,,13,11,15,43,13,12,13,14,40,30,42,53,64,86,48,59,77,42,78,12,36,24,11,67,11,68,27,14,18,86,90,79,87,89,"GK Long throw,Comes for crosses"
230025,2023-04-06,Casemiro,Carlos Henrique Venancio Casimiro,https://cdn.sofifa.net/flags/br.png,"Casemiro (Carlos Henrique Casimiro, born 23 February 1992) is a Brazilian footballer who plays as a central defensive midfielder for British club Manchester United. In the game FIFA 23 his overall rating is 89.",https://cdn.sofifa.net/players/200/145/23_120.png,185,185,CDM,1992-02-23,89,89,€86M,€240K,right,3,2,3,medium/high,unique,yes,€163.4m,200145,"Tackling,Tactician,Strength,Complete defender",11,Manchester United,https://cdn.sofifa.net/teams/11/60.png,82,RDM,18,2022-08-19,2026,,,,,,,62,64,81,84,65,69,72,74,84,79,60,66,61,88,66,88,85,88,90,81,91,89,75,79,66,85,90,89,88,13,14,16,12,12,"Power free-kick,Solid player,Dives into tackles (AI),Long passer (AI),Long shot taker (AI),Team player"
230025,2023-04-06,Neymar Jr,Neymar da Silva Santos Júnior,https://cdn.sofifa.net/flags/br.png,"Neymar Jr (Neymar da Silva Santos Júnior, born 5 February 1992) is a Brazilian footballer who plays as a left winger for French club Paris Saint Germain. In the game FIFA 23 his overall rating is 89.",https://cdn.sofifa.net/players/190/871/23_120.png,175,150,LW,1992-02-05,89,89,€99.5M,€200K,right,5,5,5,high/medium,unique,yes,€184.1m,190871,"Dribbler,FK Specialist,Acrobat",73,Paris Saint Germain,https://cdn.sofifa.net/teams/73/60.png,84,RES,10,2017-08-03,2025,,,,,,,83,83,63,85,86,95,88,87,81,94,88,86,93,88,82,79,62,79,52,81,63,37,86,90,91,93,35,32,29,9,9,15,15,11,"Injury prone,Flair,Speed dribbler (AI),Playmaker (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Manuel Neuer,Manuel Peter Neuer,https://cdn.sofifa.net/flags/de.png,"Manuel Neuer (Manuel Peter Neuer, born 27 March 1986) is a German footballer who plays as a goalkeeper for German club FC Bayern München. In the game FIFA 23 his overall rating is 89.",https://cdn.sofifa.net/players/167/495/23_120.png,193,205,GK,1986-03-27,89,89,€11.5M,€69K,right,4,1,5,medium/medium,unique,yes,€19m,167495,,21,FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,85,RES,1,2011-07-01,2024,,,,,,,15,13,25,60,11,30,14,11,68,46,48,50,51,85,35,68,77,43,80,16,29,30,12,70,47,70,17,10,11,87,88,90,88,87,"Leadership,GK Long throw,Rushes out of goal,Comes for crosses"
230025,2023-04-06,Rúben Dias,Rúben dos Santos Gato Alves Dias,https://cdn.sofifa.net/flags/pt.png,"Rúben Dias (Rúben dos Santos Gato Alves Dias, born 14 May 1997) is a Portuguese footballer who plays as a centre back for British club Manchester City, and the Portugal national team. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/239/818/23_120.png,187,181,CB,1997-05-14,88,91,€107.5M,€230K,right,4,2,3,medium/high,normal (185+),yes,€206.9m,239818,"Tackling,Tactician,Strength,Complete defender",10,Manchester City,https://cdn.sofifa.net/teams/10/60.png,85,LCB,3,2020-09-29,2027,1354,Portugal,https://cdn.sofifa.net/teams/1354/60.png,83,cb,4,54,29,87,82,32,64,46,48,76,74,54,69,60,89,56,74,78,77,90,26,92,86,39,51,45,81,90,88,85,7,8,13,7,12,"Leadership,Power header"
230025,2023-04-06,Gianluigi Donnarumma,Gianluigi Donnarumma,https://cdn.sofifa.net/flags/it.png,"Gianluigi Donnarumma (born 25 February 1999) is an Italian footballer who plays as a goalkeeper for French club Paris Saint Germain, and the Italy national team. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/230/621/23_120.png,196,198,GK,1999-02-25,88,92,€103.5M,€110K,right,3,1,3,medium/medium,unique,yes,€199.2m,230621,,73,Paris Saint Germain,https://cdn.sofifa.net/teams/73/60.png,84,GK,99,2021-07-15,2026,1343,Italy,https://cdn.sofifa.net/teams/1343/60.png,82,gk,1,12,12,12,36,8,28,12,14,34,30,50,55,64,85,38,59,72,34,72,18,30,26,14,60,24,65,20,14,16,90,82,79,85,89,"Rushes out of goal,Comes for crosses"
230025,2023-04-06,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,https://cdn.sofifa.net/flags/pt.png,"Bernardo Silva (Bernardo Mota Veiga de Carvalho e Silva, born 10 August 1994) is a Portuguese footballer who plays as a centre midfield for British club Manchester City, and the Portugal national team. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/218/667/23_120.png,173,141,CM,1994-08-10,88,88,€96.5M,€260K,left,3,4,2,high/high,lean (170-185),yes,€178.5m,218667,"Dribbler,Playmaker,Engine,Acrobat,Complete midfielder",10,Manchester City,https://cdn.sofifa.net/teams/10/60.png,85,SUB,20,2017-07-01,2025,1354,Portugal,https://cdn.sofifa.net/teams/1354/60.png,83,rcm,10,84,78,51,91,78,92,84,67,80,91,78,64,95,88,92,79,51,93,54,78,78,69,83,86,68,89,70,74,60,9,10,14,12,9,"Flair,Playmaker (AI),Outside foot shot,Team player,Technical dribbler (AI)"
230025,2023-04-06,N'Golo Kanté,N'Golo Kanté,https://cdn.sofifa.net/flags/fr.png,N'Golo Kanté (born 29 March 1991) is a French footballer who plays as a central defensive midfielder for British club Chelsea. In the game FIFA 23 his overall rating is 88.,https://cdn.sofifa.net/players/215/914/23_120.png,168,154,"CDM,CM",1991-03-29,88,88,€64M,€210K,right,3,2,4,medium/high,unique,yes,€118.4m,215914,"Tackling,Tactician",5,Chelsea,https://cdn.sofifa.net/teams/5/60.png,83,RES,7,2016-07-16,2023,,,,,,,68,65,54,81,56,78,49,49,76,81,77,68,78,91,92,71,75,91,72,65,91,89,72,77,54,84,90,92,85,15,12,10,7,10,"Injury prone,Leadership"
230025,2023-04-06,Ederson,Ederson Santana de Moraes,https://cdn.sofifa.net/flags/br.png,Ederson (born 17 August 1993) is a Brazilian footballer who plays as a goalkeeper for British club Manchester City. In the game FIFA 23 his overall rating is 88.,https://cdn.sofifa.net/players/210/257/23_120.png,188,190,GK,1993-08-17,88,90,€78M,€210K,left,3,1,3,medium/medium,unique,yes,€150.2m,210257,,10,Manchester City,https://cdn.sofifa.net/teams/10/60.png,85,GK,31,2017-07-01,2026,,,,,,,20,14,14,61,18,23,15,20,65,40,64,63,60,87,48,68,66,41,78,18,38,27,20,70,51,70,29,15,8,86,82,91,86,86,"Long passer (AI),Rushes out of goal,Comes for crosses"
230025,2023-04-06,Sadio Mané,Sadio Mané,https://cdn.sofifa.net/flags/sn.png,Sadio Mané (born 10 April 1992) is a Senegalese footballer who plays as a centre forward for German club FC Bayern München. In the game FIFA 23 his overall rating is 88.,https://cdn.sofifa.net/players/208/722/23_120.png,174,152,"CF,LM",1992-04-10,88,88,€89.5M,€150K,right,4,4,4,medium/medium,unique,yes,€147.7m,208722,"Poacher,Dribbler,Acrobat,Complete forward",21,FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,85,SUB,17,2022-07-01,2025,,,,,,,78,85,84,84,75,88,77,64,71,86,84,79,91,91,88,83,86,85,72,78,75,35,90,84,75,84,42,42,38,10,10,15,7,14,"Flair,Speed dribbler (AI),Team player"
230025,2023-04-06,Marquinhos,Marcos Aoás Corrêa,https://cdn.sofifa.net/flags/br.png,Marquinhos (born 14 May 1994) is a Brazilian footballer who plays as a centre back for French club Paris Saint Germain. In the game FIFA 23 his overall rating is 88.,https://cdn.sofifa.net/players/207/865/23_120.png,183,165,CB,1994-05-14,88,90,€92M,€170K,right,3,3,3,medium/high,normal (170-185),yes,€177.1m,207865,"Tackling,Tactician",73,Paris Saint Germain,https://cdn.sofifa.net/teams/73/60.png,84,LCB,5,2013-07-19,2024,,,,,,,68,59,88,84,35,69,58,32,85,79,77,81,68,87,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,"Power header,Team player"
230025,2023-04-06,Virgil van Dijk,Virgil van Dijk,https://cdn.sofifa.net/flags/nl.png,"Virgil van Dijk (born 8 July 1991) is a Dutch footballer who plays as a centre back for British club Liverpool, and the Netherlands national team. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/203/376/23_120.png,193,203,CB,1991-07-08,88,88,€75M,€210K,right,3,2,4,medium/high,unique,yes,€138.8m,203376,"Tackling,Tactician,Strength,Complete defender",9,Liverpool,https://cdn.sofifa.net/teams/9/60.png,84,LCB,4,2018-01-01,2025,105035,Netherlands,https://cdn.sofifa.net/teams/105035/60.png,82,lcb,4,53,52,85,79,45,70,60,70,86,76,67,87,61,88,53,81,88,74,93,64,85,88,47,65,62,89,90,90,86,13,10,13,11,11,"Leadership,Long passer (AI),Power header"
230025,2023-04-06,Heung Min Son,손흥민 孙兴慜,https://cdn.sofifa.net/flags/kr.png,"Heung Min Son (孙兴慜, 손흥민, Heung-Min Son, born 8 July 1992) is a Korean footballer who plays as a left winger for British club Tottenham Hotspur. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/200/104/23_120.png,183,172,"LW,LM,ST",1992-07-08,88,88,€89.5M,€230K,right,5,4,4,high/medium,unique,yes,€170.1m,200104,"Dribbler,Distance shooter,Clinical finisher,Complete forward",18,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,82,LW,7,2015-08-28,2025,,,,,,,83,91,68,81,79,86,87,74,74,82,85,88,82,91,76,88,60,88,64,89,62,39,91,81,73,89,47,34,33,11,13,13,6,10,"Solid player,Finesse shot,Long shot taker (AI),Speed dribbler (AI),Team player"
230025,2023-04-06,Marc-André ter Stegen,Marc-André ter Stegen,https://cdn.sofifa.net/flags/de.png,"Marc-André ter Stegen (born 30 April 1992) is a German footballer who plays as a goalkeeper for Spanish club FC Barcelona, and the Germany national team. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/192/448/23_120.png,187,187,GK,1992-04-30,88,89,€68.5M,€210K,right,4,1,4,medium/medium,unique,yes,€145.6m,192448,,241,FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,83,GK,1,2014-07-01,2025,1337,Germany,https://cdn.sofifa.net/teams/1337/60.png,82,gk,1,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90,"Rushes out of goal,Comes for crosses,Saves with feet"
230025,2023-04-06,Toni Kroos,Toni Kroos,https://cdn.sofifa.net/flags/de.png,Toni Kroos (born 4 January 1990) is a German footballer who plays as a centre midfield for Spanish club Real Madrid. In the game FIFA 23 his overall rating is 88.,https://cdn.sofifa.net/players/182/521/23_120.png,183,168,"CM,CDM",1990-01-04,88,88,€72M,€310K,right,5,3,4,medium/medium,normal (170-185),yes,€147.6m,182521,"Playmaker,Distance shooter,Crosser,Complete midfielder",243,Real Madrid,https://cdn.sofifa.net/teams/243/60.png,85,LCM,8,2014-07-17,2023,,,,,,,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88,71,73,60,10,11,13,7,10,"Long passer (AI),Long shot taker (AI),Playmaker (AI)"
230025,2023-04-06,Luka Modrić,Luka Modrić,https://cdn.sofifa.net/flags/hr.png,"Luka Modrić (born 9 September 1985) is a Croatian footballer who plays as a centre midfield for Spanish club Real Madrid, and the Croatia national team. In the game FIFA 23 his overall rating is 88.",https://cdn.sofifa.net/players/177/003/23_120.png,172,146,CM,1985-09-09,88,88,€29M,€230K,right,4,4,4,medium/medium,lean (170-185),yes,€59.5m,177003,"Playmaker,Crosser,Acrobat,Complete midfielder",243,Real Madrid,https://cdn.sofifa.net/teams/243/60.png,85,RCM,10,2012-08-01,2023,1328,Croatia,https://cdn.sofifa.net/teams/1328/60.png,80,rcm,10,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,83,92,70,75,72,13,9,7,14,9,"Long passer (AI),Long shot taker (AI),Playmaker (AI),Outside foot shot,Team player,Technical dribbler (AI)"
230025,2023-04-06,Rodri,Rodrigo Hernández Cascante,https://cdn.sofifa.net/flags/es.png,"Rodri (born 22 June 1996) is a Spanish footballer who plays as a central defensive midfielder for British club Manchester City, and the Spain national team. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/231/866/23_120.png,191,181,CDM,1996-06-22,87,89,€88.5M,€200K,right,4,3,3,medium/high,normal (185+),yes,€170.4m,231866,,10,Manchester City,https://cdn.sofifa.net/teams/10/60.png,85,CDM,16,2019-07-04,2027,1362,Spain,https://cdn.sofifa.net/teams/1362/60.png,83,cdm,16,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85,84,86,78,10,10,7,14,8,"Solid player,Long shot taker (AI)"
230025,2023-04-06,Frenkie de Jong,Frenkie de Jong,https://cdn.sofifa.net/flags/nl.png,"Frenkie de Jong (born 12 May 1997) is a Dutch footballer who plays as a centre midfield for Spanish club FC Barcelona, and the Netherlands national team. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/228/702/23_120.png,180,163,CM,1997-05-12,87,92,€116.5M,€230K,right,3,4,3,high/medium,unique,yes,€247.6m,228702,"Dribbler,Playmaker,Acrobat,Complete midfielder",241,FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,83,RCM,21,2019-07-01,2026,105035,Netherlands,https://cdn.sofifa.net/teams/105035/60.png,82,rcm,21,78,72,72,91,70,87,84,64,89,89,80,83,87,88,79,68,76,89,74,66,74,82,77,88,53,90,76,76,77,7,13,10,10,9,"Finesse shot,Flair,Playmaker (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Mike Maignan,Mike Maignan,https://cdn.sofifa.net/flags/fr.png,"Mike Maignan (born 3 July 1995) is a French footballer who plays as a goalkeeper for Italian club Milan, and the France national team. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/215/698/23_120.png,191,196,GK,1995-07-03,87,89,€75M,€90K,right,4,1,2,medium/medium,normal (185+),yes,€133.1m,215698,,47,Milan,https://cdn.sofifa.net/teams/47/60.png,81,GK,16,2021-07-01,2026,1335,France,https://cdn.sofifa.net/teams/1335/60.png,83,gk,16,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,65,74,39,78,20,35,25,15,61,15,66,23,16,19,85,82,87,85,89,"Leadership,GK Long throw,Comes for crosses"
230025,2023-04-06,João Cancelo,João Pedro Cavaco Cancelo,https://cdn.sofifa.net/flags/pt.png,"João Cancelo (born 27 May 1994) is a Portuguese footballer who plays as a right back for German club FC Bayern München, on loan from Manchester City, and the Portugal national team. In the game FIFA 23 his overall rating is 87.",https://cdn.sofifa.net/players/210/514/23_120.png,182,163,"RB,LB,RM",1994-05-27,87,87,€72M,€210K,right,4,4,3,high/low,unique,yes,,210514,Crosser,21,FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,85,RM,22,,"jun 30, 2023",1354,Portugal,https://cdn.sofifa.net/teams/1354/60.png,83,rm,20,87,69,72,87,62,85,87,69,79,86,86,84,79,84,78,80,72,91,62,79,76,81,81,85,52,85,79,83,79,6,9,15,14,14,"Early crosser,Long shot taker (AI),Outside foot shot,Technical dribbler (AI)"
230025,2023-04-06,Antonio Rüdiger,Antonio Rüdiger,https://cdn.sofifa.net/flags/de.png,Antonio Rüdiger (born 3 March 1993) is a German footballer who plays as a centre back for Spanish club Real Madrid. In the game FIFA 23 his overall rating is 87.,https://cdn.sofifa.net/players/205/452/23_120.png,190,187,CB,1993-03-03,87,87,€66.5M,€250K,right,3,2,2,high/high,lean (185+),yes,€136.3m,205452,Strength,243,Real Madrid,https://cdn.sofifa.net/teams/243/60.png,85,LCB,22,2022-07-01,2026,,,,,,,68,40,82,80,34,64,50,56,78,72,72,91,56,85,50,77,84,71,90,67,92,84,49,61,40,78,88,87,84,14,15,10,12,8,"Long passer (AI),Long shot taker (AI)"
