player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_league_id,country_league_name,country_flag,country_rating,country_position,country_kit_number,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_att_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_defensive_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_gk_diving,goalkeeping_gk_handling,goalkeeping_gk_kicking,goalkeeping_gk_positioning,goalkeeping_gk_reflexes,play_styles,url
251854,FC 26,Pedri,Pedro González López,"Pedri (born 25 November 2002) is a Spanish footballer who plays as a center midfield for Spanish club FC Barcelona, and the Spain national team. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/251/854/26_360.png,174,60,2002-11-25,"CM, CDM, CAM",89,93,149500000,170000,Right,4,4,4,Lean (170-185),Yes,317700000,"#Dribbler, #Playmaker, #Tactician, #Acrobat, #Complete midfielder",241,FC Barcelona,53,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,5,LDM,8,"Aug 4, 2020",2030,1362,Spain,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RCM,20,76,77,50,90,56,91,79,62,88,91,79,76,89,87,92,68,72,90,73,76,72,87,86,91,53,90,74,85,79,12,7,11,8,8,"First Touch, Incisive Pass, Long Ball Pass, Tiki Taka, Technical, Relentless",https://sofifa.com/player/251854/pedro-gonzalez-lopez/260006/
239053,FC 26,F. Valverde,Federico Valverde,"Federico Valverde (Federico Santiago Valverde Dipetta, born 22 July 1998) is a Uruguayan footballer who plays as a center midfield for Spanish club Real Madrid. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/239/053/26_360.png,182,78,1998-07-22,"CM, CDM, RB",89,90,120500000,340000,Right,4,3,4,Unique,Yes,256100000.00000003,"#Playmaker, #Distance shooter, #Tackling, #Tactician, #Complete midfielder",243,Real Madrid,53,La Liga,https://cdn.sofifa.net/meta/team/3468/30.png,5,RDM,8,"Jul 22, 2016",2029,,,,,,,,,78,80,63,88,78,84,76,69,88,88,84,92,77,89,68,91,82,93,82,91,81,86,86,86,59,84,82,87,86,6,10,6,15,8,"Relentless, Power Shot, Long Ball Pass, Intercept, Slide Tackle, Aerial Fortress, Rapid, Injury Prone",https://sofifa.com/player/239053/federico-valverde/260006/
238794,FC 26,Vini Jr.,Vinícius José de Oliveira Júnior,"Vini Jr. (Vinicius José Paixão de Oliveira Junior, born 12 July 2000) is a Brazilian footballer who plays as a left winger for Spanish club Real Madrid. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/238/794/26_360.png,176,73,2000-07-12,"LW, ST, LM",89,92,141000000,320000,Right,4,5,5,Lean (170-185),Yes,299600000,"#Speedster, #Dribbler, #Acrobat, #Clinical finisher, #Complete forward",243,Real Madrid,53,La Liga,https://cdn.sofifa.net/meta/team/3468/30.png,5,LM,7,"Jul 12, 2018",2027,,,,,,,,,81,88,50,83,73,93,79,62,77,90,95,95,94,85,84,81,74,84,65,83,58,26,86,85,74,83,32,25,18,5,7,7,7,10,"Quick Step, Finesse Shot, Chip Shot, Gamechanger, Inventive, Rapid, First Touch",https://sofifa.com/player/238794/vinicius-jose-de-oliveira-junior/260006/
235212,FC 26,A. Hakimi,Achraf Hakimi,"Achraf Hakimi (Achraf Hakimi Mouh, born 4 November 1998) is a Moroccan footballer who plays as a right back for French club Paris Saint-Germain, and the Morocco national team. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/235/212/26_360.png,181,73,1998-11-04,"RB, RM",89,90,111000000,170000,Right,4,4,4,Lean (170-185),Yes,213700000,#Speedster,73,Paris Saint-Germain,16,Ligue 1,https://cdn.sofifa.net/meta/team/591/30.png,5,RB,2,"Jul 6, 2021",2029,111111,Morocco,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RB,2,85,80,71,86,74,82,78,80,73,85,89,95,81,90,78,82,84,95,72,77,77,85,84,78,68,84,82,85,79,10,8,14,6,8,"Relentless, Low Driven Shot, Whipped Pass, Jockey, Anticipate, Press Proven, Quick Step, One Club Player",https://sofifa.com/player/235212/achraf-hakimi/260006/
233419,FC 26,Raphinha,Raphael Dias Belloli,"Raphinha (born 14 December 1996) is a Brazilian footballer who plays as a left midfield for Spanish club FC Barcelona. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/233/419/26_360.png,176,68,1996-12-14,"LM, LW",89,89,104000000,200000,Left,4,4,4,Lean (170-185),Yes,213200000,"#Speedster, #Dribbler, #Crosser, #Acrobat, #Clinical finisher, #Complete forward",241,FC Barcelona,53,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,5,LM,11,"Jul 13, 2022",2028,,,,,,,,,86,87,74,85,72,88,85,84,80,88,90,91,88,87,79,83,82,91,65,82,77,56,89,87,78,85,49,54,38,8,7,13,8,14,"Rapid, Finesse Shot, Power Shot, Trickster, Quick Step, Relentless",https://sofifa.com/player/233419/raphael-dias-belloli/260006/
230621,FC 26,G. Donnarumma,Gianluigi Donnarumma,"Gianluigi Donnarumma (born 25 February 1999) is an Italian footballer who plays as a goalkeeper for British club Manchester City, and the Italy national team. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/230/621/26_360.png,196,90,1999-02-25,GK,89,91,97000000,150000,Right,3,1,4,Unique,Yes,186700000,,10,Manchester City,13,Premier League,https://cdn.sofifa.net/meta/team/9/30.png,5,GK,25,"Sep 2, 2025",2030,1343,Italy,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,GK,1,12,12,12,36,8,28,12,14,34,30,50,55,57,87,38,53,73,41,75,18,30,26,14,60,24,54,21,14,16,90,83,70,87,90,"Deflector, Footwork, One Club Player",https://sofifa.com/player/230621/gianluigi-donnarumma/260006/
212831,FC 26,Alisson,Alisson Ramses Becker,"Alisson (Alisson Ramsés Becker, born 2 October 1992) is a Brazilian footballer who plays as a goalkeeper for British club Liverpool. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/212/831/26_360.png,193,91,1992-10-02,GK,89,89,51000000,140000,Right,3,1,5,Unique,Yes,94400000,,9,Liverpool,13,Premier League,https://cdn.sofifa.net/meta/team/8/30.png,5,GK,1,"Jul 19, 2018",2027,,,,,,,,,17,13,29,60,20,27,19,18,58,42,60,49,40,87,37,65,82,32,78,14,27,11,13,66,23,66,15,19,16,86,85,86,90,89,"Rush Out, Far Throw, Deflector",https://sofifa.com/player/212831/alisson-ramses-becker/260006/
212622,FC 26,J. Kimmich,Joshua Kimmich,"Joshua Kimmich (Joshua Walter Kimmich, born 8 February 1995) is a German footballer who plays as a central defensive midfielder for German club FC Bayern München, and the Germany national team. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/212/622/26_360.png,177,75,1995-02-08,"CDM, RB, CM",89,89,86000000,140000,Right,4,3,4,Normal (170-185),Yes,141900000,"#Playmaker, #Crosser, #Tackling, #Complete midfielder",21,FC Bayern München,19,Bundesliga,https://cdn.sofifa.net/meta/team/503/30.png,5,RDM,6,"Jul 1, 2015",2029,1337,Germany,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RCM,6,92,68,72,89,69,82,85,79,92,86,75,70,83,89,84,78,77,92,69,83,89,85,78,86,71,86,82,86,85,8,15,7,15,15,"Long Ball Pass, Finesse Shot, Whipped Pass, Anticipate, Press Proven, Relentless",https://sofifa.com/player/212622/joshua-kimmich/260006/
202126,FC 26,H. Kane,Harry Kane,"Harry Kane (Harry Edward Kane, born 28 July 1993) is a British footballer who plays as a striker for German club FC Bayern München, and the England national team. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/202/126/26_360.png,188,86,1993-07-28,ST,89,89,87000000,155000,Right,4,3,5,Unique,Yes,143600000,"#Aerial threat, #Distance shooter, #Strength, #Clinical finisher, #Complete forward",21,FC Bayern München,19,Bundesliga,https://cdn.sofifa.net/meta/team/503/30.png,5,ST,9,"Aug 12, 2023",2027,1318,England,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,ST,9,80,93,90,86,89,80,82,69,79,87,62,66,67,94,72,91,87,76,86,89,80,42,94,86,93,92,46,44,38,8,10,11,14,11,"Finesse Shot, Precision Header, Low Driven Shot, Gamechanger, Long Ball Pass, First Touch",https://sofifa.com/player/202126/harry-kane/260006/
192119,FC 26,T. Courtois,Thibaut Courtois,"Thibaut Courtois (Thibaut Nicolas Marc Courtois, born 11 May 1992) is a Belgian footballer who plays as a goalkeeper for Spanish club Real Madrid. In the game FC 26, his overall rating is 89.",https://cdn.sofifa.net/players/192/119/26_360.png,200,96,1992-05-11,GK,89,89,33500000,220000,Left,3,1,5,Unique,Yes,68700000,,243,Real Madrid,53,La Liga,https://cdn.sofifa.net/meta/team/3468/30.png,5,GK,1,"Aug 9, 2018",2026,,,,,,,,,14,14,13,33,12,13,19,20,35,23,42,52,63,88,45,57,68,38,70,17,23,15,13,44,27,66,20,18,16,85,89,76,88,90,"Cross Claimer, Far Throw, Rush Out",https://sofifa.com/player/192119/thibaut-courtois/260006/
256790,FC 26,J. Musiala,Jamal Musiala,"Jamal Musiala (born 26 February 2003) is a German footballer who plays as a central attacking midfielder for German club FC Bayern München. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/256/790/26_360.png,184,72,2003-02-26,"CAM, LM, CM, ST",88,92,133500000,110000,Right,4,5,4,Lean (170-185),Yes,230300000,"#Dribbler, #Acrobat, #Clinical finisher, #Complete forward",21,FC Bayern München,19,Bundesliga,https://cdn.sofifa.net/meta/team/503/30.png,5,SUB,10,"Jun 3, 2020",2030,,,,,,,,,70,86,75,87,75,94,75,59,79,85,85,75,94,89,93,80,80,73,61,82,59,65,88,84,61,83,64,66,61,6,9,8,8,11,"Technical, Precision Header, Low Driven Shot, Gamechanger, Incisive Pass, Inventive, Trickster",https://sofifa.com/player/256790/jamal-musiala/260006/
246669,FC 26,B. Saka,Bukayo Saka,"Bukayo Saka (born 5 September 2001) is a British footballer who plays as a right winger for British club Arsenal, and the England national team. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/246/669/26_360.png,178,65,2001-09-05,"RW, RM",88,90,118500000,230000,Left,4,3,4,Lean (170-185),Yes,228100000,"#Dribbler, #Crosser",1,Arsenal,13,Premier League,https://cdn.sofifa.net/meta/team/19/30.png,5,RW,7,"Sep 14, 2018",2027,1318,England,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RES,25,90,84,49,85,79,89,88,74,77,88,87,81,85,88,88,79,72,86,68,81,68,62,86,86,87,82,60,62,60,7,8,13,9,13,"Whipped Pass, Finesse Shot, Technical",https://sofifa.com/player/246669/bukayo-saka/260006/
233731,FC 26,A. Isak,Alexander Isak,"Alexander Isak (born 21 September 1999) is a Swedish footballer who plays as a striker for British club Liverpool, and the Sweden national team. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/233/731/26_360.png,192,77,1999-09-21,ST,88,89,111000000,200000,Right,4,4,4,Lean (185+),Yes,213700000,"#Distance shooter, #Clinical finisher",9,Liverpool,13,Premier League,https://cdn.sofifa.net/meta/team/8/30.png,5,SUB,9,"Sep 1, 2025",2031,1363,Sweden,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RS,9,68,91,82,79,81,88,75,64,60,87,86,80,73,87,69,91,90,82,79,83,58,38,89,80,86,88,35,34,29,7,6,9,7,11,"Finesse Shot, Power Shot, Low Driven Shot, Gamechanger, Rapid, First Touch",https://sofifa.com/player/233731/alexander-isak/260006/
232580,FC 26,Gabriel,Gabriel dos S. Magalhães,"Gabriel (Gabriel dos Santos Magalhães, born 19 December 1997) is a Brazilian footballer who plays as a center back for British club Arsenal. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/232/580/26_360.png,190,87,1997-12-19,CB,88,88,84000000,230000,Left,2,2,4,Normal (185+),Yes,155400000,"#Aerial threat, #Tackling, #Tactician, #Strength, #Complete defender",1,Arsenal,13,Premier League,https://cdn.sofifa.net/meta/team/19/30.png,5,LCB,6,"Sep 1, 2020",2029,,,,,,,,,42,37,90,79,33,64,57,31,76,71,61,67,51,88,37,62,88,71,89,39,86,87,52,63,51,79,89,88,87,12,8,13,10,7,"Bruiser, Precision Header",https://sofifa.com/player/232580/gabriel-dos-s-magalhaes/260006/
231478,FC 26,L. Martínez,Lautaro Martínez,"Lautaro Martínez (Lautaro Javier Martínez, born 22 August 1997) is an Argentine footballer who plays as a striker for Italian club Inter, and the Argentina national team. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/231/478/26_360.png,174,72,1997-08-22,ST,88,88,99000000,79000,Right,4,4,5,Unique,Yes,163400000,"#Acrobat, #Clinical finisher",44,Inter,31,Serie A,https://cdn.sofifa.net/meta/team/2930/30.png,5,LS,10,"Jul 4, 2018",2029,1369,Argentina,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,SUB,22,68,93,86,78,92,81,84,65,72,84,83,80,88,92,87,87,91,86,80,80,87,48,93,79,74,88,45,50,45,11,8,8,8,13,"Gamechanger, Power Shot, Precision Header, Incisive Pass, Technical, Relentless, Enforcer",https://sofifa.com/player/231478/lautaro-martinez/260006/
200389,FC 26,J. Oblak,Jan Oblak,"Jan Oblak (born 7 January 1993) is a Slovenian footballer who plays as a goalkeeper for Spanish club Atlético Madrid. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/200/389/26_360.png,188,87,1993-01-07,GK,88,88,45000000,87000,Right,3,1,4,Unique,Yes,94500000,,240,Atlético Madrid,53,La Liga,https://cdn.sofifa.net/meta/team/7980/30.png,5,GK,13,"Jul 16, 2014",2028,,,,,,,,,13,11,15,43,13,12,13,14,40,30,42,53,64,85,48,59,72,42,78,12,36,24,11,67,11,68,27,14,18,85,90,78,86,87,"Cross Claimer, Far Throw, Far Reach",https://sofifa.com/player/200389/jan-oblak/260006/
188545,FC 26,R. Lewandowski,Robert Lewandowski,"Robert Lewandowski (born 21 August 1988) is a Polish footballer who plays as a striker for Spanish club FC Barcelona, and the Poland national team. In the game FC 26, his overall rating is 88.",https://cdn.sofifa.net/players/188/545/26_360.png,185,81,1988-08-21,ST,88,88,31000000,155000,Right,4,4,5,Unique,Yes,63600000,#Clinical finisher,241,FC Barcelona,53,La Liga,https://cdn.sofifa.net/meta/team/83/30.png,5,ST,9,"Jul 18, 2022",2026,1353,Poland,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RS,9,76,92,87,84,86,84,79,84,70,88,73,74,77,89,83,89,91,76,89,82,81,49,90,81,90,87,35,42,19,15,6,12,8,10,"Chip Shot, Finesse Shot, Power Shot, Precision Header, Low Driven Shot, Incisive Pass, First Touch, One Club Player",https://sofifa.com/player/188545/robert-lewandowski/260006/
257534,FC 26,C. Palmer,Cole Palmer,"Cole Palmer (Cole Jermaine Palmer, born 6 May 2002) is a British footballer who plays as a central attacking midfielder for British club Chelsea, and the England national team. In the game FC 26, his overall rating is 87.",https://cdn.sofifa.net/players/257/534/26_360.png,185,76,2002-05-06,"CAM, RM, ST",87,90,109000000,185000,Left,3,4,4,Lean (185+),Yes,215300000,"#Dribbler, #Playmaker, #Complete midfielder",5,Chelsea,13,Premier League,https://cdn.sofifa.net/meta/team/18/30.png,5,CAM,10,"Sep 1, 2023",2033,1318,England,78,Friendly International,https://cdn.sofifa.net/flags/undefined.png,5,RES,24,85,82,60,87,70,87,86,81,86,89,76,75,80,88,78,85,71,83,60,85,55,50,87,89,90,89,50,50,40,7,6,10,14,14,"Inventive, Finesse Shot, Low Driven Shot, Gamechanger, Incisive Pass, Technical, First Touch, One Club Player",https://sofifa.com/player/257534/cole-palmer/260006/
256079,FC 26,M. Caicedo,Moisés Caicedo,"Moisés Caicedo (Moisés Isaac Caicedo Corozo, born 2 November 2001) is an Ecuadorian footballer who plays as a central defensive midfielder for British club Chelsea. In the game FC 26, his overall rating is 87.",https://cdn.sofifa.net/players/256/079/26_360.png,178,73,2001-11-02,"CDM, CM",87,89,93000000,170000,Right,3,3,4,Normal (170-185),Yes,183700000,"#Tackling, #Tactician",5,Chelsea,13,Premier League,https://cdn.sofifa.net/meta/team/18/30.png,5,RDM,25,"Aug 14, 2023",2031,,,,,,,,,65,57,70,85,60,79,73,55,84,83,76,66,80,84,79,75,80,90,77,72,85,87,63,79,55,83,83,86,87,15,6,13,9,13,"Slide Tackle, Pinged Pass, Tiki Taka, Intercept, Anticipate, Press Proven, Relentless, One Club Player, Injury Prone",https://sofifa.com/player/256079/moises-caicedo/260006/
